User_name,Location,Hotel_name,Rating,Comment
Nguyen P. Q. T. ,Phan Thiết,Azerai Ke Ga Bay,9.3,Khách sạn vệ sinh tốt. Buffet sáng ngon. Điểm trừ là phòng Gym không mở cửa thường xuyên cho khách sử dụng
Minh P. N. ,Đà Nẵng,Angel Hotel Danang,9.7,Phòng hơi nhỏ một chút nhưng các nhân viên rất thân thiện và hữu ích. Có xe máy cho thuê.
Trần Thị Anh Đào,Nha Trang,Khu nghỉ dưỡng The Anam Nha Trang,9.5,Dịch vụ và phòng của khu nghĩ dưỡng ok và thoải mái
Tien D. ,Vũng Tàu,Khách sạn Royal Vũng Tàu,5.8,Ban công không sạch sẽ; Hành lang và phòng ngủ quá nhiều muỗi
 Nguyễn Thị Thái,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,Mọi người đều hài lòng về chuyến đi
Thái Thị Kiều Diễm,Đà Nẵng,Khách sạn A La Carte Đà Nẵng,9.0,"Tôi hài lòng về chất lượng khách sạn, dịch vụ tốt. Nhân viên IVIVU hỗ trợ tôi chu đáo và nhanh chóng. "
Pham Q. D. H. ,Đà Nẵng,Khách sạn Brown Bean,8.5,"Khách sạn sạch sẽ, rất ấn tượng và sẽ quay lại."
Thi T. H. L. ,Huế,Hong Thien 1 Hotel,8.8,"Tuyet voi hon mong doi cua minh, khach san sach se, phong dep, nhan vien lich su, ho boi cung sach nua. Do an sang thi ngon. Co co hoi den Hue chac chan minh se quay lai."
Ngoc N. P. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.4,"nhân viên lễ phép, mình book phòng thường nhưng lại được nâng cấp lên phong cao cấp. Một trải nghiệm tuyệt vời tại Mường Thanh."
Hoang V. ,Hội An,Hội An Reverie Villas,9.4,"Mọi thứ rất ok, nhân viên nhiệt tình đặc biệt là chị lễ tân và anh đầu bếp. tuy nhiên ăn sáng hơi nghèo nàn"
A M. M. ,Đà Nẵng,Menora Grand Da Nang,10.0,Khách sạn rất đẹp và dịch vụ tốt
Luu H. K. ,Đà Nẵng,Lotus Rock Hotel,6.2,"Phòng khá chật, nước nóng chờ rất lâu mới có, thậm chí không có. không có thang máy xuống tầng hầm bãi xe. Được cái giá rẻ so với mặt bằng."
Dang N. D. ,Phú Quốc,Radisson Blu Resort Phu Quoc,9.7,"1 trải nghiệm khá tuyệt vời, resort view rất đẹp, sạch sẽ thoáng mát, buffet sáng ngon, lễ tân Hoa Loan Bao Trường rất thân thiện, làm thủ tục nhanh gọn, bell và tài xế Điều Trí An Giang rất nhiệt tình phục vụ tốt, nhất định sẽ giới thiệu mn đến đây 💓"
Hoang T. M. ,Huế,Melia Vinpearl Hue,9.4,"Vị trí Rất tuyệt. Từ lầu 32 của kháchsạn có thể ngắm được toàn cảnh thành phố, ngắm dòng sông Hương lững lờ trôi, Nhìn thấy bao quát cả Hoàng Thành. Buffe sáng ở đây thì cực kỳ ngon và đa dạng.Huế dễ thương về khung cảnh lẫn con người. Tuy nhiên có 1 điều khi mình bắt đầu tới kháchsạn không hề có ai hỏi han hay hướng dẫn gì. Nhân viên đi tới đi lui, mình đẩy vali vào kiểu ngơ ngác mà không hỏi tới luôn. Kiểu phận sự ai nấy làm. Không có nước uống đón tiếp. Tới sớm 2 vợ chồng vật vờ đợi ở ghế sofa và tới giờ tự lại quầy checkin. Rất không hài lòng về đón tiếp ban đầu"
Thi K. C. L. ,Hồ Chí Minh,ACE Hotel Saigon,10.0,"Do an ko dung được, co vai mon ko được ngon"
Vu H. T. ,Hội An,Khách sạn Thanh Bình 2,9.4,"Bữa ăn bình thường, vị trí hơi xa trung tâm"
Bui T. L. D. ,Hạ Long,Khách sạn Wyndham Legend Halong,9.4,"Đặt được khách sạn quá ưng ý, vị trí trung tâm gần ngay biển và phố đi bộ ( cách 1km) , view từ phòng nhìn ra được biển và cầu bãi cháy cực đẹp , nhân viên từ bảo vệ đến lễ tân đều rất nhiệt tình và chu đáo . 1 điểm trừ nhỏ là phòng cách âm hơi kém nhưng . 1 địa điểm nhất định sẽ quay trở lại ."
Bùi Thúy Hằng,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,9.0,"Phục vụ rất ok, tôi có muốn chuyển phòng thì các bạn có sắp xếp cho tôi được phòng gần giống với yêu cầu của tôi. Nhân viên của resort thì tôi chưa cảm nhận được sự thận thiện lắm. Còn về độ xa xỉ thì có thể nói là bật nhất rồi"
Võ Thanh Nhàn,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,8.7,"Vị trí khách sạn đẹp, sát biết. Nhân viên tư vấn nhiệt tình vui vẻ. Có cơ hội sẽ quay lại."
Thi P. T. N. ,Quy Nhơn,Hoang Yen Canary Hotel Quy Nhon,8.5,"phòng ngủ tốt, tuy nhiên hơi xa biển, ăn sáng quá ít món"
Thanh H. L. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.7,"Phòng y hình, rộng đẹp, nhân viên nhiệt tình . Giá thành thì rất ok"
 Minh Tiên,Đà Nẵng,Khách sạn Four Points by Sheraton Đà Nẵng,10.0,"Khách sạn ok. Nhân viên tư vấn nhiệt tình, giá rẻ."
Truong T. T. ,Huế,DMZ Hotel,6.1,"phòng nhỏ, ồn. khách sạn chỉ ở mức trung bình"
Lương Tuấn Kiệt,Nha Trang,Vinpearl Condotel Beachfront Nha Trang,9.5,"Từ phòng đến dịch vụ đều tốt, tôi hài lòng với khu nghỉ dưỡng và cách phục vụ của iVIVU "
Nguyễn Thu Hương,Nha Trang,Khu nghỉ dưỡng The Anam Nha Trang,9.0,"Chất lượng của khách sạn rất tốt, phòng sạch sẽ, khuôn viên khách sạn cũng khá là rộng. "
 Võ Thanh Tùng,Phan Thiết,Khách sạn Sea Links Beach Phan Thiết,10.0,Cám ơn ivivu Gia đình tôi đã có 1 kỳ nghỉ vui vẻ
Viet H. N. ,Hà Nội,Ma Coeur Boutique Hotel,4.8,"Scam, dịch vụ tệ, đến chai nước cũng tính thêm tiền. Tệ, rất rất tệ!"
Nong T. T. ,Vũng Tàu,Melia Ho Tram Beach Resort,6.2,Dịch vụ không xứng đáng với số tiền.very bad. Có sự phân biệt đối với phòng suite junior và villa..
Nguyễn Thị Trang,Nha Trang,Khu nghỉ dưỡng Fusion Cam Ranh,9.0,"Dịch vụ của IVIVU rất tốt, làm việc chuyên nghiệp. Về khách sạn thì nhân cũng rất nhiệt tình với khách hàng nhưng món ăn sáng không được đa dạng."
Ngoc B. P. ,Hội An,Khách sạn Thanh Bình 2,8.5,"Khách sạn đẹp, sạch sẽ, ngay trung tâm nên rất thuận tiện, giá cả phù hợp, linh hoạt thời gian đổi ngày cho khách"
 Nguyễn Thị Trang,Phan Thiết,Seahorse Resort & Spa Phan Thiết,8.0,"Dịch vụ tốt, nhân viên phục vụ chu đáo, thân thiện, tuy nhiên, mình thấy khách sạn lâu đời rồi nên nhìn có vẻ hơi cũ 1 chút, các dịch vụ khác đều ổn. 
Ivivu: tốt, và tư vấn nhiệt tình. "
 Huỳnh Văn Chương,Đà Nẵng,Khu nghỉ dưỡng Núi Thần Tài Ebisu Đà Nẵng,10.0,"Bo phan ky thuat nen luu y va dinh ky kiem tra, bao duong he thong khoa cua phong (bang the tu), thinh thoang phat ra am thanh bao loi khi khach khoa cua va roi khoi phong, mac du cua da duoc khoa dung cach nhung van bi phat ra am thanh bao loi."
Nguyễn Công Thịnh,Đà Lạt,Khách Sạn LADALAT,10.0,"Tôi không sử dụng nhiều dịch vụ tại khách sạn, nhưng nhìn chung mọi việc tốt, tôi hài lòng về chuyến đi"
Pham V. ,Đà Nẵng,Khách sạn Royal Charm,9.0,"Phòng đẹp và tiện nghi. Mọi thứ khá tốt ngoại trừ, phòng hơi ồn, sát lối đi và cách âm không tốt nên bị phiền bởi khách bên ngoài. Nhân viên buồng phòng gõ cửa 2 lần, cũng không bảo là dọn phòng, mình tưởng ai, chưa kịp trả lời thì đã dùng thẻ mở cửa vào, hơi kỳ cục, lúc đó mình đang ngủ trưa."
 Lê Quốc Trung,Đà Nẵng,Khu nghỉ dưỡng Núi Thần Tài Ebisu Đà Nẵng,8.0,"Khách sạn ok, phòng ở thoải mái, nhưng các bạn nhân viên cuar5 khách sạn chưa nhiệt tình trong việc phục vụ và chưa niềm nở với khách hang lắm."
Nguyen V. H. ,Phú Quốc,VinOasis Phu Quoc,9.0,"Khách sạn VinOasis rất mới, sạch và hiện đại. Tuy nhiên, thời gian mất khá nhiều thời gian check-in nhận phòng. Đã mất hơn 1 tiếng đồng hồ di chuyển từ Sân bay Phú Quốc về VinOasis (nằm ở cực bắc của Đảo Phú Quốc) mà còn ngồi chờ đợi thủ tục check-in lâu khiến khách càng mệt mỏi."
 Phạm Thu Hà,Phú Quốc,Vinpearl Discovery Wonderworld Phú Quốc,8.0,"Lần này mình ở villa nội thất không hài lòng lắm, không bằng mình ở phòng 5 sao khác, 
mình ở thêm 1 người có phụ phí nhưng không được sắp xếp sẵn chăn và khăn, phải đợi xin thêm mới có. Về phần dịch vụ iVIVU thì mình rất là thích, rất là tốt."
Pham A. T. ,Quy Nhơn,Khách sạn Hoàng Yến 1 Quy Nhơn,6.0,"Phòng ở hôi, không thoải mái (hay là do đặt qua...!)"
Nguyen T. V. A. ,Hạ Long,Saigon Halong Hotel,8.5,Cũng thấy ok hơi phiền vì bị khách phòng khác gọi nhiều quá đến nỗi phải rút dây diienj thoại ra
Nguyen M. D. ,Vũng Tàu,Minera Hot Springs Binh Chau,9.1,"Tuyệt vời, khách sạn và nhân viện nhiệt tình"
 Pham Thuy Lien,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,"hài lòng, nhà xe có gọi báo trước"
Van T. B. ,Quy Nhơn,Anya Hotel Quy Nhon,9.4,"Nếu có quay lại lần nữa, tôi cũng sẽ chọn Anya, thực sự rất tuyệt vời."
Kaweewat S. ,Đà Nẵng,Khách sạn Royal Charm,9.4,"Phòng nước mạnh, WIFI tốt, giá trị tốt, bữa sáng tự chọn đầy đủ Nhưng có một chút lựa chọn để tìm một tour du lịch tồi"
Nguyễn Phi Long,Đà Nẵng,Khách sạn A La Carte Đà Nẵng,9.0,"Tôi hài lòng với dịch vụ khách sạn, phòng rộng rãi và thoải mái. Nhân viên khách sạn cũng rất nhiệt tình. Nếu sau này có kế hoạch du lịch tôi sẽ đặt phòng qua công ty. "
Mạch Lệ Phương,Phan Thiết,Khách sạn Sea Links Beach Phan Thiết,10.0,"Dịch vụ tốt, tôi hài lòng"
Trần Thị Trường Thi,Đà Lạt,Khu nghỉ dưỡng Ana Mandara Villas Dalat Resort and Spa,9.5,"Tôi không sử dụng nhiều dịch vụ tại khách sạn nhưng nhìn chung mọi việc ok, phòng ốc sạch sẽ và đẹp, tôi hài lòng"
Le Q. H. ,Nha Trang,Aroma Nha Trang Boutique Hotel,5.8,"Tôi rất không hài lòng với dịch vụ của khách sạn. 1. Tôi đặt phòng đã note kỹ là phòng 2 giường, nhưng khi nhận phòng là 1 giường, -- đã yêu cầu đổi phòng; 2. Bồn tắm trong toilet bị hỏng thiết bị, không khắc phục trong suốt 5 ngày; 3. Đã báo trước với Lễ tân khách sạn về dịch vụ thuê xe máy, lế tân đã chắc chắn có, nhưng đến giờ cần sử dụng xe theo đúng lịch hẹn thì lế tân báo hết xe, không liên hệ được xe khác(mặc dù rất thông cảm những ngày Lễ việc thuê xe hơi khó, nhưng Tôi cũng đã đợi hơn 30 phút không có xe); tuy nhiên Tôi chủ động liên hệ trong vòng 5 phút đã có xe; 4. Trong phòng không có thêm bất kỳ thức ăn hay thức uống nào khác ngoài những chai nước đã trang bị sẵn, lúc khách hàng cần dùng ngay thì chịu thua; 5. Khăn phòng tắm: ngày đầu khăn hôi, do giặt phơi chưa khô nên có mùi ẩm mốc khó chịu; 6. Ngày thứ 4 hết khăn để thay, Lễ tân đề nghị khách dùng lại khăn cũ ... Khách sạn có thể khắc phục những điều trước mắt như vậy không, để khách hàng còn có dịp quay trở lại!?"
Trần Bửu Hoa,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,"Cảm ơn nhân viên iVIVU đã hỗ trợ tôi đặt phòng khách sạn nhanh chóng. Chất lượng của khách sạn rất tốt, tôi hoàn toàn hài lòng về dịch vụ ở đây. Lần sau tôi sẽ quay lại. "
Van S. N. ,Đà Nẵng,Angel Hotel Danang,10.0,"Nhân viên thân thiện, buffet dễ ăn, phòng đẹp, tiện nghi đầu đủ :)"
Ahmed M. G. ,Vũng Tàu,VND Hotel,5.7,Không cho tôi một phòng giống tôi đặt phòng cho tôi một phòng khác không tốt
Phạm Tiểu Yến,Phú Quốc,Khu nghỉ dưỡng Fusion Phú Quốc,10.0,"Mọi dịch vụ tại khu nghỉ dưỡng ổn, tôi không có gì phàn nàn hay chưa hài lòng.  Nhân viên iVIVU hướng dẫn chi tiết và chu đáo"
Lam L. ,Hội An,Khách sạn Thanh Bình 2,6.0,"Các cơ sở là ok, nhưng cầu thang là lộn xộn. Các nhân viên rất thân thiện"
Ho M. B. U. ,Phan Thiết,Rạng Garden Beach Side Resort,6.0,"Trong phòng gắn đèn màu vàng quá tối, buổi tối muốn trang điểm không thấy rõ, đường đi lên xuống cũng tối thui, không có một bóng đèn 😩"
Thanh T. ,Phan Thiết,Resort Poshanu,9.1,"Tất cả đều tuyệt vời, ngoại trừ bãi biển, là khá hẹp và rất nhiều đá"
Huynh Kim Thuy,Đà Nẵng,Khách sạn Four Points by Sheraton Đà Nẵng,10.0,Thiết kế chuyên nghiệp và dịch vụ rất tốt. Cảm ơn mọi người nhé chuyến đi rất tuyệt vời 
Truong T. T. L. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,"Khách sạn quá đẹp, gần trung tâm ăn uống cái gì cũng có. Hỏi lễ tân để được gth nhé. Cam on khách sạn"
Ho T. M. C. ,Phú Quốc,The Palmy Phú Quốc Resort & Spa,5.1,"Khách sạn dọn vệ sinh rất bẩn, công trình thi công ồn ào bụi, hồ bơi đóng rêu. Thời điểm mình đến mất điện từ 8g đến 17g mà kháchsạn không mở máy nổ trong phòng chỉ mở điện ngoài sảnh. Bữa ăn không phù hợp, Kh đuợc chọn 1 trong 3 món ăn ngày hđó , không phục vục buffet. nhânviên nhà hàng tiếp thực mang món ăn lên để xuống bàn và quay đi, thái độ chưa thân thiện. Gọi phần ốp-la trứng thì có trứng không mang bánh mì và không kèm muỗng nĩa đi kèm. Chưa hài lòng về KS, cần đánh gía lại KH lại để KH có sự lựa chọn đúng và phù hợp."
Xuan K. N. ,Hội An,Thanh Binh Central Hotel,9.4,"Khách sạn sạch sẽ, Đồ ăn sáng ngon, đa dạng. Mình đặt phòng 1 giường nhưng lúc đến phòng 2 giường còn trống nên khách sạn xếp cho ở phòng 2 giường luôn. Điểm trừ là em lễ tân hơi khó chịu, nhăn nhó khi mình có con nhỏ chơi đùa hồ bơi nên có hơi lớn tiếng 1 tí."
 Nguyen Thi Ngoc Quyen,Vũng Tàu,Khu nghỉ dưỡng Holiday Inn Hồ Tràm,10.0,Tốt
 Ngô Ngọc Phương Thảo,Nha Trang,Khu nghỉ dưỡng Movenpick Cam Ranh,10.0,"Mình hài lòng với chất lượng của khách sạn,  nhân viên tư vấn của iVIVU.com hài lòng"
Nattawan T. ,Đà Nẵng,Khách sạn Royal Charm,8.8,"Nhân viên tốt, phòng sạch sẽ với đầy đủ tiện nghi"
Đinh Thị Hiền,Phan Thiết,Seahorse Resort & Spa Phan Thiết,8.5,"Tôi đặt deluxe ocean view, nhưng thực tế phòng tôi view ra 1 khách sạn đang xây. Khách sạn có kèm 1 thư xin lỗi trong phòng, nhưng tôi nghĩ khách sạn nên báo trước thì sẽ bớt hụt hẫng hơn"
Lê Thị Trinh Nữ,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,9.0,"Ăn sáng buffet ít món, ngoài ra tất cả những dịch vụ khác đều rất tốt. Dịch vụ của IVIVU rất tốt, lần sau sẽ liên hệ nhé!"
Ggera L. ,Hà Nội,Ma Coeur Boutique Hotel,9.7,"Dịch vụ trên hoàn hảo. Phòng rộng, nội thất mới, nhân viên chuyên nghiệp, hay hỗ trợ khách hàng. Chắc chắn sẽ quay lại"
Khang K. ,Hồ Chí Minh,Ruby Saigon Hotel,5.8,"Giới thiệu khách sạn có tiện nghi bãi đổ xe hơi. Nhưng khi đến thì phải đi gửi ở bãi tốn phí cách đó tầm 200m, gửi 1 đêm là 100k. Phòng cũ, trang thiết bị cũ, có mùi hôi. Ổ điện không an toàn. Cách âm rất kém. Diện tích phòng rất nhỏ, tầm 10m2. Nói chung, tất cả khác xa hình ảnh giới thiệu."
Chieu Quyen,Phan Thiết,Khu nghỉ dưỡng Muine Bay Phan Thiết,7.0,"Khách sạn sạch sẽ, thoáng tuy phòng hơi nhỏ, buffet sáng cũng khá phong phú ăn cũng được. Chất lượng và giá trị cũng khá phù hợp với gái tiền bỏ ra."
Manh K. V. ,Hà Nội,Khách sạn Hanoi Sunshine,10.0,Khách sạn tốt. Sẽ quay lại. Có bạn. Shark nhân hỗ trợ nhiệt tình.
 Nguyễn Quốc Khánh,Phú Quốc,Khu Nghỉ Dưỡng Best Western Premier Sonasea Phú Quốc,10.0,"Tư vấn nhanh, book villa chất lượng. Chúng tôi không phàn nàn gì về chuyến đi"
Tan T. N. ,Hà Nội,Khách sạn Hanoi Sunshine,9.7,"Very good, rất nhiệt tình và thân mật"
Nguyen V. B. ,Huế,Melia Vinpearl Hue,9.6,Phòng rất đẹp. View toàn cảnh thành phố Huế
 Nguyễn Thị Thanh Vân,Đà Nẵng,Khách sạn Four Points by Sheraton Đà Nẵng,10.0,"Khách sạn đẹp, đồ ăn ngon nhân viên tuyệt vời nhất là bạn Linh ở nhà hàng"
Pham D. M. ,Hà Nội,Hanoi Charming House,8.5,Ổn. Nhưng Wifi và sóng VNPT khi ở trong phòng hơi yếu.
Thắng,Nha Trang,Khu nghỉ dưỡng Vinpearl Nha Trang,10.0,Tôi rất hài lòng về khách sạn và dịch vụ tư vấn iVIVU.
Lanny W. ,Hội An,Lasenta Boutique Hotel Hoian,8.1,Nơi tốt nhưng sẽ được tốt đẹp nếu họ có thể nói được tiếng anh lưu loát.
 Nguyen Thi Kim Dinh,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,8.0,"Tốt nhưng muỗi khá nhiều , đề nghị phun thuốc trừ muỗi nhiều hơn "
Phan Thị Mai Hoa,Nha Trang,Khu nghỉ dưỡng The Anam Nha Trang,10.0,"Khách sạn rất đẹp và nhân viên vui vẻ. Bạn Hương làm booking cho Tôi rất nhiệt tình, trong quá trình làm Tôi có nhờ bạn đổi các yêu cầu trong booking như giường và loại phòng bạn vẫn hỗ trợ tốt"
Nguyen Thi Thu Thu,Nha Trang,Khu nghỉ dưỡng Vinpearl Nha Trang,10.0,Gia đình và tôi đánh giá tốt về vinpearl. Mọi dịch vụ và nhân viên rất chu đáo và chuyên nghiệp.
Le P. H. ,Vũng Tàu,Oceanami Villas & Beach Club,6.0,Phòng cũ. Nhỏ. Phục vụ lâu. Đi bộ mỏi chân do không có xe điện nhiều.
Le M. T. ,Hồ Chí Minh,Khách sạn Cozrum Smart - First Target,5.8,"Nhà vệ sinh dơ có mùi hôi khó chịu, không có nhân viên trông xe phải tự mở cửa khi cần đậu vào nhà"
 Nguyen Thi Yen Chi,Phú Quốc,Khu nghỉ dưỡng Fusion Phú Quốc,10.0,"dịch vụ và deal của ivivu rất tốt, chắc chắn lần sau em sẽ sử dụng dịch vụ bên mình "
Chau N. T. ,Quy Nhơn,Hoang Yen Canary Hotel Quy Nhon,8.8,"Gần biển nhưng không tắm được phải đi xa 1 chút, còn lại mọi thứ ổn"
Le T. H. N. ,Hà Nội,Green Hotel & Apartment HN,6.6,Nhân viên không niềm nở cho lắm dù khách là nữ xách nhiều đồ cũng không phụ. Phòng wc nhìn rất bẩn
Tran T. M. ,Phú Quốc,The Palmy Phú Quốc Resort & Spa,9.7,"Phòng đẹp, cảm giác thoải mái, phòng view nhìn ra biển ok, resort có bể bơi riêng cũng khá đẹp. Nhân viên nhiệt tình, vui vẻ. Hài lòng"
 Lưu Trọng Nghĩa,Đà Lạt,Khu nghỉ dưỡng Ana Mandara Villas Dalat Resort and Spa,10.0,"Khu nghỉ dưỡng phục vụ rất tốt, chúng tôi ưng ý về chuyến đi"
Bùi Thị Mỹ Phương,Phan Thiết,Seahorse Resort & Spa Phan Thiết,9.5,Nhân viên khách sạn thân thiện và phục vụ nhiệt tình. Tôi hài lòng với chuyến đi cùng gia đình
Suteeporn J. ,Đà Lạt,Vietsovpetro Dalat Hotel,8.5,"Giá trị rất tốt, phòng sạch sẽ, thức ăn ngon và đa dạng."
Thi K. N. O. ,Vũng Tàu,Oceanami Villas & Beach Club,8.3,"Trước khi đi mình có đọc review trước, thấy resort chê nhiều, nhưng vẫn quyết định book vì thích thiết kế của resort, cảnh đẹp, phòng ok nhưng có vài điểm không thật sự tốt nếu khách nghỉ dưỡng nhiều ngày hoặc muốn quay lại:
1/ Nhà hàng chỉ phục vụ buffet lúc đông khách, nhưng đồ ăn rất ít, không ngon lắm mà phí hơi cao. Không kêu theo món và cả room service. Hơi xa trung tâm nên khách chỉ có 1 sự lựa chọn.
2/ Nếu thuê villa có bếp nhưng lại không được nấu ăn?
3/ Hơi khó tìm đường trong khuôn viên resort, nhưng có xe chở khách và xe đạp tuy hơi ít.
Còn mọi thứ ok, nhân viên dễ thương, hồ bơi đẹp, nước ấm, chỉ mở tới 8g tối :(("
Pham Thi Minh Trang,Phú Quốc,Vinpearl Resort & Spa Phú Quốc,9.0,Dịch vụ cao cấp và chuyên nghiệp! Không gian thoải mái và thú vị. Nhân viên chu đáo. Tôi rất hài lòng khi ở đây!
Nguyen H. Y. ,Quy Nhơn,Hong Diep Hotel Quy Nhon,5.1,"Phòng ốc không đáp ứng đủ nhu cầu sử dụng. Đặc biệt là nhà vệ sinh không có vòi nước ở lavabo, chỉ sử dụng được duy nhất vòi sen. Điều hòa bật rất lâu mới mát"
Trương Văn Liêm,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,9.0,"Dịch vụ của khách sạn rất tốt, diện tích khu resort lớn nên rất thoải mái. "
Phan T. T. H. ,Đà Nẵng,GIC Luxury Hotel And Spa,9.7,"Khách sạn phù hợp cho gia đình có con nhỏ, bể bơi sạch sẽ, buffet đa dạng các món rất ngon. Mình thực sự rất thích khi được nghỉ ở đây."
Do H. T. T. ,Đà Nẵng,Khu nghỉ dưỡng Risemount Premier Đà Nẵng,10.0,"Quá tuyệt vời, từ không gian, phong cảnh đến thái độ phục vụ."
Nguyễn Thị Minh Châu ,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,9.0,"Dịch vụ, ăn uống và phòng ốc của khách sạn đều ok, tôi thấy rất được. Lần sau tôi sẽ quay lại đây. "
 Tạ Thị Ngọc Lan,Nha Trang,Khu nghỉ dưỡng Vinpearl Nha Trang,8.0,"Phòng nhỏ, bù lại phục vụ chu đáo"
Lê Hồng Hạnh,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,Dịch vụ từ A -> Z quá tuyệt vời . Tôi rất rất thích . Cảm ơn IVIVU.com nhé 
Nguyen T. T. X. ,Đà Lạt,K Boutique Hotel in Dalat,9.7,"Khách sạn tuyệt vời, giá trị hơn cả 3⭐️ Nhân viên luôn hỗ trợ nhiệt tình, vui vẻ. Rất hài lòng."
Ian C. J. ,Hồ Chí Minh,Ruby Saigon Hotel,6.1,Bad: 1) thang máy đã rất mùi. 2) phòng đã quá nhỏ rất khác nhau từ hình ảnh. 3) Người bảo vệ đã rất không thân thiện và không muốn để giúp chuyển xe máy của chúng tôi từ bãi đậu xe bên trong tòa nhà. 4) có một mùi xấu trong phòng. Tốt: 1) vị trí 2) vệ sinh đã được thực hiện.
Doan M. C. ,Đà Nẵng,Khu nghỉ dưỡng Risemount Premier Đà Nẵng,9.4,"Mọi thứ đều tốt tại Risemount Resort. Tuy nhiên, sự sạch sẽ nên được cải thiện. Bởi vì trang trí chính là màu trắng nên nó không phải là tốt để xem các sofa bẩn trong sảnh. Món ăn và bộ đồ ăn cũng nên được kiểm tra trước khi phục vụ. Vị trí và dịch vụ là tuyệt vời!"
Nguyễn Đức Thành,Vũng Tàu,Khu nghỉ dưỡng Six Senses Côn Đảo,8.5,Chuyến đi như vậy thì tôi thấy cũng ổn
Nguyen Q. V. ,Đà Nẵng,Angel Hotel Danang,9.7,Khách sạn đẹp. Nhân viên nhiệt tình. Lễ tân xinh gái :))
 Nguyễn Thị Hồng Ngọc,Vũng Tàu,Khách sạn Fusion Suites Vũng Tàu,8.0,Chuyến đi của chúng tôi ổn
Quach Khanh Linh,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,Tôi hài lòng về chuyến đi. Từ cở sở vật chất đến nhân đều rất tốt
Duong Quoc Cuong,Nha Trang,Khu nghỉ dưỡng The Anam Nha Trang,9.5,"Các bạn iVIVU làm thủ tục đầy đủ cho tôi, nên tôi không phải làm gì thêm nữa. Phòng đẹp và tiên nghi"
Pham T. T. H. ,Hồ Chí Minh,ACE Hotel Saigon,4.9,"Mọi thứ đều rất tệ, máy lạnh ồn, phòng nhỏ hẹp và không có bồn tắm, giường đôi thì bằng 2 giường nhỏ ghép lại, đồ ăn sáng quá dở và quá ít món, phòng ăn nóng và nhỏ không bằng phòng ăn của 1 gđ... tiện nghi kém và không sạch sẽ. Tuy nhiên, có 1 điểm tốt là giá nước uống trong tủ lạnh rẻ."
 Nguyễn Trần Thanh Trúc,Vũng Tàu,Khách sạn Fusion Suites Vũng Tàu,10.0,good
 Lam Quang Thanh,Nha Trang,Khu nghỉ dưỡng Fusion Cam Ranh,8.0,"Thực đơn nhà hàng chưa phong phú. Buffet sáng cũng khá ít món, ko có nhiều sự lựa chọn so với các resort 5* mình từng đi.
Nhưng viên thì khá nhiệt tình, khung cảnh resort thì đẹp, cây xanh mọi nơi."
 Nguyễn Trần Ngọc Thảo,Đà Lạt,Khách Sạn LADALAT,10.0,"Khách sạn có dịch vụ tốt, phòng nghỉ thoải mái"
 Diệp Quế Anh,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,"Dịch vụ khách sạn và iVIVU tốt, mình hài lòng."
Anh Huy,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,10.0,"Tôi rất hài lòng về nhân viên và dịch vụ tại khách sạn, dịch vụ bên ivivu cũng rất tốt."
Kunchariya R. ,Hà Nội,Hanoi Charming House,8.5,Dịch vụ xuất sắc tất cả các tác dụng tốt.
Siripanya S. ,Hội An,Hội An Reverie Villas,8.8,"Không ở trong phòng, ví dụ. Rộng rãi và sạch sẽ Nhưng phòng tắm không sạch"
Tran N. Y. ,Quy Nhơn,Anya Hotel Quy Nhon,9.7,"Một khách sạn rất đáng để quay lại lần nữa. Nhân viên lịch sự, cơ sở vật chất mới và rất sạch sẽ. Không gian rất thoải mái."
Viet T. T. ,Huế,Khu nghỉ dưỡng Pilgrimage Village Boutique,9.7,"Peaceful, elegant, friendly staff. Amazing chef recommended food."
Nhung N. ,Hạ Long,Khách sạn Mường Thanh Grand Hạ Long,6.0,bể bơi và buffet sáng quá chán
 Nguyen Thi Minh Trang,Đà Nẵng,Khu nghỉ dưỡng Furama Đà Nẵng,8.0,"Bạn Đức ivivu tư vấn nhiệt tình và hỗ trợ rất tốt. Khách sạn đep, nhân viên thân thiện, đặc biệt là bạn Trân FO Sup rất dễ thương nhưng ăn sáng tệ, ít lựa chọn lại không ngon"
